guid,title,description,link,text,cluster
https://api.spreaker.com/episode/53415653,"מה קרה לאח""י דקר? חלק א'","בינואר 1968 עשתה אח""י דקר את דרכה מנמל פורטסמות' שבאנגליה לביתה החדש בישראל. בדרך, הצוללת החדשה והמתקדמת ביותר של חיל הים הייתה אמורה לעשות את מה שאף צוללת ישראלית לא עשתה לפניה: לחצות את הים התיכון כולו, מגיברלטר ועד חיפה - מתחת למים. ואז, בעשרים וחמישה בינואר, היא נעלמה - ועל סיפונה שישים ותשעה לוחמים: האסון הגדול ביותר בתולדות הצי הישראלי. הרמז היחיד לגורלה של הדקר היה מצוף סימון חירום שנשטף אל חופיה של רצועת עזה, והיווה את יריית הפתיחה לחקירה בלשית חסרת תקדים שנמשכה שלושים שנה.",https://www.spreaker.com/episode/396-mh-qrh-l-h-y-dqr-hlq-wsym-hystwryh--53415653,"מה קרה לאח""י דקר? חלק א'. בינואר 1968 עשתה אח""י דקר את דרכה מנמל פורטסמות' שבאנגליה לביתה החדש בישראל. בדרך, הצוללת החדשה והמתקדמת ביותר של חיל הים הייתה אמורה לעשות את מה שאף צוללת ישראלית לא עשתה לפניה: לחצות את הים התיכון כולו, מגיברלטר ועד חיפה - מתחת למים. ואז, בעשרים וחמישה בינואר, היא נעלמה - ועל סיפונה שישים ותשעה לוחמים: האסון הגדול ביותר בתולדות הצי הישראלי. הרמז היחיד לגורלה של הדקר היה מצוף סימון חירום שנשטף אל חופיה של רצועת עזה, והיווה את יריית הפתיחה לחקירה בלשית חסרת תקדים שנמשכה שלושים שנה.",4
https://api.spreaker.com/episode/53252921,תחנת החלל מיר ,"ששוגרה תחנת החלל 'מיר' בשנת 1986, העולם היה לפות במלחמה קרה בין ארצות הברית וברית המועצות, והוואקום שמעל האטמוספירה היה נחלתן הבלעדית של סוכנויות חלל ממשלתיות. חמש עשרה שנה מאוחר יותר, כששבה מיר לכדור הארץ, העולם אליו חזרה היה שונה לחלוטין. זהו סיפורה של מיר, תחנת חלל שהייתה אחד מהפרוייקטים השאפתניים ביותר שהגתה האנושות. מיר סבלה מכמה תאונות מסמרות שיער, ביניהן שריפה בתוך התחנה והתנגשות עם חללית אספקה שפערה חור בדופן התחנה- אך עשתה היסטוריה בכל קנה מידה.",https://www.spreaker.com/episode/395-thnt-hhll-myr-s-h-wsym-hystwryh--53252921,"תחנת החלל מיר . ששוגרה תחנת החלל 'מיר' בשנת 1986, העולם היה לפות במלחמה קרה בין ארצות הברית וברית המועצות, והוואקום שמעל האטמוספירה היה נחלתן הבלעדית של סוכנויות חלל ממשלתיות. חמש עשרה שנה מאוחר יותר, כששבה מיר לכדור הארץ, העולם אליו חזרה היה שונה לחלוטין. זהו סיפורה של מיר, תחנת חלל שהייתה אחד מהפרוייקטים השאפתניים ביותר שהגתה האנושות. מיר סבלה מכמה תאונות מסמרות שיער, ביניהן שריפה בתוך התחנה והתנגשות עם חללית אספקה שפערה חור בדופן התחנה- אך עשתה היסטוריה בכל קנה מידה.",3
https://api.spreaker.com/episode/53172140,מכונות משתכפלות וחקר הגלקסיה,"בנייתן של מכונות משתכפלות - דהיינו, מכונות המסוגלות ליצור עותקים חדשים של עצמן - היא קלה יותר מכפי שאולי נדמה בתחילה. גשושיות רובוטיות משתכפלות שכאלה, מסתבר, הן גם הדרך המהירה והיעילה ביותר לחקור את הגלקסיה שלנו. אבל תובנה זו הביאה את הפיזיקאי פרנק טיפלר להסיק כי אם ישנן ציוויליזציות חייזריות אחרות, הרי שהגלקסיה שלנו כבר הייתה צריכה להיות שוקקת וגועשת במיליארדי גשושיות רובוטיות שכאלה. מכיוון שאנו לא רואים גשושיות שכאלה סביבנו - הרי שאנחנו לבד ביקום. . . או שלא? כיצד נוכל לבנות מכונות משתכפלות, והאם תחוללנה המכונות הללו מהפכה דרמטית בחקר וכיבוש החלל? האזנה נעימה :-) רן",https://www.spreaker.com/episode/394-mkwnwt-mstkplwt-whqr-hglqsyh-wsym-hystwryh--53172140,"מכונות משתכפלות וחקר הגלקסיה. בנייתן של מכונות משתכפלות - דהיינו, מכונות המסוגלות ליצור עותקים חדשים של עצמן - היא קלה יותר מכפי שאולי נדמה בתחילה. גשושיות רובוטיות משתכפלות שכאלה, מסתבר, הן גם הדרך המהירה והיעילה ביותר לחקור את הגלקסיה שלנו. אבל תובנה זו הביאה את הפיזיקאי פרנק טיפלר להסיק כי אם ישנן ציוויליזציות חייזריות אחרות, הרי שהגלקסיה שלנו כבר הייתה צריכה להיות שוקקת וגועשת במיליארדי גשושיות רובוטיות שכאלה. מכיוון שאנו לא רואים גשושיות שכאלה סביבנו - הרי שאנחנו לבד ביקום. . . או שלא? כיצד נוכל לבנות מכונות משתכפלות, והאם תחוללנה המכונות הללו מהפכה דרמטית בחקר וכיבוש החלל? האזנה נעימה :-) רן",3
https://api.spreaker.com/episode/52826130,"באג 2000, או - האפוקליפסה של הארנבות ","בחודשים שלפני המילניום החדש הזהירו טורי הפרשנות בעיתונים מתקלת תוכנה שעלולה לפגוע בכמעט כל המחשבים בכדור הארץ, ומאיימת לפגוע באורח אנוש בתשתיות בהן אנו תלויים. נבואות זעם אלה לא התגשמו – אך האם פירוש הדבר שסכנה דומה לא צפויה לנו בעתיד? ייתכן ותופתעו לגלות את התשובה. האם אתם מוכנים לבאג 2038?…",https://www.spreaker.com/episode/393-b-g-2000-w-h-pwqlypsh-sl-h-rnbwt-s-h-wsym-hystwryh--52826130,"באג 2000, או - האפוקליפסה של הארנבות . בחודשים שלפני המילניום החדש הזהירו טורי הפרשנות בעיתונים מתקלת תוכנה שעלולה לפגוע בכמעט כל המחשבים בכדור הארץ, ומאיימת לפגוע באורח אנוש בתשתיות בהן אנו תלויים. נבואות זעם אלה לא התגשמו – אך האם פירוש הדבר שסכנה דומה לא צפויה לנו בעתיד? ייתכן ותופתעו לגלות את התשובה. האם אתם מוכנים לבאג 2038?…",7
https://api.spreaker.com/episode/52624991,דיכאון ותרופות נוגדות-דיכאון,"הדיכאון מלווה את המין האנושי מאז שחר ימי ההיסטוריה - ובכל ההיסטוריה, מעולם לא נמצא לו טיפול הולם. ואז, בשנות החמישים, תגלית אקראית עוררה התרגשות עזה: סוף סוף נמצאה התרופה לדיכאון. . . האמנם?",https://www.spreaker.com/episode/392-dyk-wn-wtrwpwt-nwgdwt-dyk-wn-wsym-hystwryh--52624991,"דיכאון ותרופות נוגדות-דיכאון. הדיכאון מלווה את המין האנושי מאז שחר ימי ההיסטוריה - ובכל ההיסטוריה, מעולם לא נמצא לו טיפול הולם. ואז, בשנות החמישים, תגלית אקראית עוררה התרגשות עזה: סוף סוף נמצאה התרופה לדיכאון. . . האמנם?",5
https://api.spreaker.com/episode/52506609,ארץ ישראל בראי הפרסומת,"מה יכולות פרסומות היסטוריות ללמד אותנו על האופן שבו השתנתה החברה הארץ-ישראלית במאה וחמישים השנים האחרונות? בפרק זה נצלול לתוך ארכיון הסרטים הישראלי של סינימטק ירושלים ואל פרסומות שהוקרנו בקולנוע ובטלוויזיה לאורך השנים, כדי להצביע בעזרתן על המגמות שהופיעו בישוב היהודי מאז שלהי המאה ה-19 ועד ימינו. קישור לאסופת הפרסומות בארכיון הסרטים:",https://www.spreaker.com/episode/391-rz-ysr-l-br-y-hprswmt-wsym-hystwryh--52506609,"ארץ ישראל בראי הפרסומת. מה יכולות פרסומות היסטוריות ללמד אותנו על האופן שבו השתנתה החברה הארץ-ישראלית במאה וחמישים השנים האחרונות? בפרק זה נצלול לתוך ארכיון הסרטים הישראלי של סינימטק ירושלים ואל פרסומות שהוקרנו בקולנוע ובטלוויזיה לאורך השנים, כדי להצביע בעזרתן על המגמות שהופיעו בישוב היהודי מאז שלהי המאה ה-19 ועד ימינו. קישור לאסופת הפרסומות בארכיון הסרטים:",4
https://api.spreaker.com/episode/52368043,"אלקטרוניקה בחלל, או - איך להרוג את R2D2","כולם יודעים שקרינה מסוכנת לבני אדם - אבל מעטים מודעים לאיום שמהווה הקרינה הקוסמית על רכיבי האלקטרוניקה העדינים של החלליות והלווינים שלנו, ועד כמה היא מגבילה אותנו מלנצל את ההתפתחויות המהפכניות בעולם הטכנולוגיה המודרני, כדוגמת בינה מלאכותית וכדומה. איזה נזק גורמים חלקיקי הקרינה הקוסמית למעגלים אלקטרוניים בחלל, ומדוע קשה כל כך להתגונן מפניהם? אורחים בפרק: מגישי הפודקאסט 'הארד ריסט', פודקאסט החומרה הראשון בישראל.",https://www.spreaker.com/episode/390-lqtrwnyqh-bhll-w-yk-lhrwg-t-r2d2-wsym-hystwryh--52368043,"אלקטרוניקה בחלל, או - איך להרוג את R2D2. כולם יודעים שקרינה מסוכנת לבני אדם - אבל מעטים מודעים לאיום שמהווה הקרינה הקוסמית על רכיבי האלקטרוניקה העדינים של החלליות והלווינים שלנו, ועד כמה היא מגבילה אותנו מלנצל את ההתפתחויות המהפכניות בעולם הטכנולוגיה המודרני, כדוגמת בינה מלאכותית וכדומה. איזה נזק גורמים חלקיקי הקרינה הקוסמית למעגלים אלקטרוניים בחלל, ומדוע קשה כל כך להתגונן מפניהם? אורחים בפרק: מגישי הפודקאסט 'הארד ריסט', פודקאסט החומרה הראשון בישראל.",3
https://api.spreaker.com/episode/52172804,"האם המתמטיקה היא תגלית, או המצאה? ","אסטרונומים מגלים דברים, וסופרים ממציאים סיפורים- אבל. . . מה לגבי המתמטיקאים? האם הם מגלים את נוסחאותיהם, או שמא כל המפעל האדיר של המתמטיקה הוא המצאה אחת גדולה? ומדוע לכל הרוחות מנסה הטבע ליצור את החייל הצרפתי המושלם?",https://www.spreaker.com/episode/387-h-m-hmtmtyqh-hy-tglyt-w-hmz-h-s-h-wsym-hystwryh--52172804,"האם המתמטיקה היא תגלית, או המצאה? . אסטרונומים מגלים דברים, וסופרים ממציאים סיפורים- אבל. . . מה לגבי המתמטיקאים? האם הם מגלים את נוסחאותיהם, או שמא כל המפעל האדיר של המתמטיקה הוא המצאה אחת גדולה? ומדוע לכל הרוחות מנסה הטבע ליצור את החייל הצרפתי המושלם?",3
https://api.spreaker.com/episode/52015620,"אלכסנדר הגדול, חלק ה' ואחרון","הסאגה ההיסטורית עוצרת הנשימה של אלכסנדר הגדול מגיעה לסיומה בפרק עתיר בשאלות מסקרנות: מה היו נסיבות מותו האמיתיות של אלכסנדר? מה קרה לארון הקבורה שלו, וכיצד היה נראה עולמנו היום אלמלא הלך אלכסנדר מוקדון לעולמו בגיל כה צעיר? תודה לאילן אבקסיס (מהפודקאסט 'דברי הימים') ולשחר לוי על תרומתם לפרק :-)",https://www.spreaker.com/episode/386-lksndr-hgdwl-hlq-h-w-hrwn-wsym-hystwryh--52015620,"אלכסנדר הגדול, חלק ה' ואחרון. הסאגה ההיסטורית עוצרת הנשימה של אלכסנדר הגדול מגיעה לסיומה בפרק עתיר בשאלות מסקרנות: מה היו נסיבות מותו האמיתיות של אלכסנדר? מה קרה לארון הקבורה שלו, וכיצד היה נראה עולמנו היום אלמלא הלך אלכסנדר מוקדון לעולמו בגיל כה צעיר? תודה לאילן אבקסיס (מהפודקאסט 'דברי הימים') ולשחר לוי על תרומתם לפרק :-)",4
https://api.spreaker.com/episode/51802504,"אלכסנדר הגדול, חלק ד'","מותו של דריוש השלישי סימן את סופה של האימפריה הפרסית - אבל למרות שאלכסנדר מוקדון היה כעת בשיא תהילתו והצלחתו, מתחת לפני השטח החלו נגלים בקיעים וסדקים בתוך הצבא המוקדוני החזק. כעסם של חייליו של אלכסנדר על האופן הפייסני שבו נהג כלפי אויביו המובסים, ועל טענותיו לייחוס אלוהי, הוביל לשורה של ניסיונות התנקשות ומרידות בסמכותו של המלך.",https://www.spreaker.com/episode/385-lksndr-hgdwl-hlq-d-wsym-hystwryh--51802504,"אלכסנדר הגדול, חלק ד'. מותו של דריוש השלישי סימן את סופה של האימפריה הפרסית - אבל למרות שאלכסנדר מוקדון היה כעת בשיא תהילתו והצלחתו, מתחת לפני השטח החלו נגלים בקיעים וסדקים בתוך הצבא המוקדוני החזק. כעסם של חייליו של אלכסנדר על האופן הפייסני שבו נהג כלפי אויביו המובסים, ועל טענותיו לייחוס אלוהי, הוביל לשורה של ניסיונות התנקשות ומרידות בסמכותו של המלך.",4
https://api.spreaker.com/episode/51561876,"אלכסנדר הגדול, חלק ג'","דריוש השלישי חזר לבבל מוכה וחבול, והחל לבנות מחדש את הצבא הפרסי. אלכסנדר, בינתיים, יצא דרומה אל צידון, צור ומצרים, כדי להשתלט על הנמלים שם ולסכל את האיום שהיווה הצי הפרסי בים התיכון. ובתוך כל זה, מתחים החלו צצים בתוך צבאו של אלכסנדר: יותר ויותר קצינים וחיילים החלו להבין שהם משרתים את שאיפותיו האישיות של של מלך מוקדון, במקום את צרכיה של יוון עצמה. . .",https://www.spreaker.com/episode/384-lksndr-hgdwl-hlq-g-wsym-hystwryh--51561876,"אלכסנדר הגדול, חלק ג'. דריוש השלישי חזר לבבל מוכה וחבול, והחל לבנות מחדש את הצבא הפרסי. אלכסנדר, בינתיים, יצא דרומה אל צידון, צור ומצרים, כדי להשתלט על הנמלים שם ולסכל את האיום שהיווה הצי הפרסי בים התיכון. ובתוך כל זה, מתחים החלו צצים בתוך צבאו של אלכסנדר: יותר ויותר קצינים וחיילים החלו להבין שהם משרתים את שאיפותיו האישיות של של מלך מוקדון, במקום את צרכיה של יוון עצמה. . .",4
https://api.spreaker.com/episode/51381626,"יום כיפור, הסיפור האמיתי","סדרת הפרקים על אלכסנדר הגדול תשוב מיד אחרי החג, ובינתיים בחרתי להשמיע לכם פרק מרתק במיוחד של 'עושים תנ""ך' על מקורותיו ההיסטוריים של יום הכיפורים. יותם שטיינמן וחוקר המקרא שחר ענבר צוללים אל העבר הרחוק, ומנסים לענות על שאלה מסקרנת: אם יום הכיפורים הוא חג כה חשוב ביהדות, מדוע הוא כמעט ואינו מוזכר בתנ""ך? האזנה נעימה :-) רן",https://www.spreaker.com/episode/383-ywm-kypwr-hsypwr-h-myty-wsym-hystwryh--51381626,"יום כיפור, הסיפור האמיתי. סדרת הפרקים על אלכסנדר הגדול תשוב מיד אחרי החג, ובינתיים בחרתי להשמיע לכם פרק מרתק במיוחד של 'עושים תנ""ך' על מקורותיו ההיסטוריים של יום הכיפורים. יותם שטיינמן וחוקר המקרא שחר ענבר צוללים אל העבר הרחוק, ומנסים לענות על שאלה מסקרנת: אם יום הכיפורים הוא חג כה חשוב ביהדות, מדוע הוא כמעט ואינו מוזכר בתנ""ך? האזנה נעימה :-) רן",4
https://api.spreaker.com/episode/51331372,"אלכסנדר הגדול, חלק ב'","אחרי שנחת בראש צבאו באסיה הקטנה (טורקיה של ימינו), החל אלכסנדר הגדול לכבוש את הערים המקומיות בזו אחר זו. אחרי שמאמציהם של המושלים הפרסים המקומיים לבלום את התקדמותו של מלך מוקדון כשלו באופן קטסטרופלי, החליט דריוש השלישי מלך פרס לקחת את העניינים לידיו שלו, ויצא בראש צבאו העצום לפגוש את אלכסנדר הגדול בשדה הקרב.",https://www.spreaker.com/episode/382-lksndr-hgdwl-hlq-b-wsym-hystwryh--51331372,"אלכסנדר הגדול, חלק ב'. אחרי שנחת בראש צבאו באסיה הקטנה (טורקיה של ימינו), החל אלכסנדר הגדול לכבוש את הערים המקומיות בזו אחר זו. אחרי שמאמציהם של המושלים הפרסים המקומיים לבלום את התקדמותו של מלך מוקדון כשלו באופן קטסטרופלי, החליט דריוש השלישי מלך פרס לקחת את העניינים לידיו שלו, ויצא בראש צבאו העצום לפגוש את אלכסנדר הגדול בשדה הקרב.",4
https://api.spreaker.com/episode/51171648,"אלכסנדר הגדול, חלק א'","כשהחריב המלך הפרסי חשיארש הראשון את אתונה ובזז את מקדשיה, הוא לא תיאר לעצמו שבמעשיו הפיל את אבן הדומינו הראשונה בשרשרת של אירועים שתביא, בעוד שנים לא רבות, את מלכה הצעיר והשאפתן של ממלכת מוקדון הזעירה לנעוץ את חניתו בחול של חוף הים של אסיה הקטנה, ולהכריז כי הוא עומד להעניש את האימפריה הפרסית האדירה על מעשיה.",https://www.spreaker.com/episode/381-lksndr-hgdwl-hlq-wsym-hystwryh--51171648,"אלכסנדר הגדול, חלק א'. כשהחריב המלך הפרסי חשיארש הראשון את אתונה ובזז את מקדשיה, הוא לא תיאר לעצמו שבמעשיו הפיל את אבן הדומינו הראשונה בשרשרת של אירועים שתביא, בעוד שנים לא רבות, את מלכה הצעיר והשאפתן של ממלכת מוקדון הזעירה לנעוץ את חניתו בחול של חוף הים של אסיה הקטנה, ולהכריז כי הוא עומד להעניש את האימפריה הפרסית האדירה על מעשיה.",4
https://api.spreaker.com/episode/50851727,"ובינתיים, במוסקבה הכלבים נוסעים במטרו - על ההיסטוריה של הרכבת התחתית","הרכבת התחתית - ה'מטרו'- היא סימן ההיכר של המטרופולין המודרני: כלי תחבורה שמשרת מיליוני בני אדם בכל יום. כיצד הצליחו המהנדסים בלונדון להתגבר על הקשיים שבחפירה מתחת לנהר התמזה, ואיך באה לעולם המפה האייקונית של ה'טיוב' הלונדוני?",https://www.spreaker.com/episode/380-wbyntyym-bmwsqbh-hklbym-nws-ym-bmtrw-l-hhystwryh-sl-hrkbt-hthtyt-wsym-hystwryh--50851727,"ובינתיים, במוסקבה הכלבים נוסעים במטרו - על ההיסטוריה של הרכבת התחתית. הרכבת התחתית - ה'מטרו'- היא סימן ההיכר של המטרופולין המודרני: כלי תחבורה שמשרת מיליוני בני אדם בכל יום. כיצד הצליחו המהנדסים בלונדון להתגבר על הקשיים שבחפירה מתחת לנהר התמזה, ואיך באה לעולם המפה האייקונית של ה'טיוב' הלונדוני?",6
https://api.spreaker.com/episode/50715194,איך הרגו השמרים את הצ'י - על תסיסה ואנזימים,"בירה, יין, לחם, גבינות וחמוצים - מאכלים שמלווים את האנושות מזה אלפי שנים - הם כולם תוצרים של תהליכי תסיסה. אבל עד לפני כ-150 שנה, התסיסה הייתה מסתורין, וטובי החוקרים התווכחו ביניהם על פשרה של התופעה המשונה הזו. מתוך המחקר אודות תסיסה ואנזימים צמחו הפיסטור, תורת החיידקים - ואפילו, תאמינו או לא- מדינת ישראל. האזנה נעימה :-) רן",https://www.spreaker.com/episode/wsym-hystwryh-379-yk-hrgw-hsmrym-t-hz-y-l-tsysh-w-nzymym--50715194,"איך הרגו השמרים את הצ'י - על תסיסה ואנזימים. בירה, יין, לחם, גבינות וחמוצים - מאכלים שמלווים את האנושות מזה אלפי שנים - הם כולם תוצרים של תהליכי תסיסה. אבל עד לפני כ-150 שנה, התסיסה הייתה מסתורין, וטובי החוקרים התווכחו ביניהם על פשרה של התופעה המשונה הזו. מתוך המחקר אודות תסיסה ואנזימים צמחו הפיסטור, תורת החיידקים - ואפילו, תאמינו או לא- מדינת ישראל. האזנה נעימה :-) רן",5
https://api.spreaker.com/episode/50544975,זיגמונד פרויד והפסיכואנליזה ,הפסיכואנליזה היא יותר משיטת טיפול: זיגמונד פרויד ניסה לבנות הסבר שלם ורציונלי למתחולל בנפש האדם ממחלות נפש ועד פליטות פה. האם פיצח פרויד את מסתורין התת-מודע?,https://www.spreaker.com/episode/wsym-hystwryh-378-zygmwnd-prwyd-whpsykw-nlyzh-s-h--50544975,זיגמונד פרויד והפסיכואנליזה . הפסיכואנליזה היא יותר משיטת טיפול: זיגמונד פרויד ניסה לבנות הסבר שלם ורציונלי למתחולל בנפש האדם ממחלות נפש ועד פליטות פה. האם פיצח פרויד את מסתורין התת-מודע?,5
https://api.spreaker.com/episode/50478787,האם ניתוחים קיסריים משפיעים על האבולוציה האנושית?,"שימו על עצמכם חלוק ירוק וכובע רשת - אנחנו נכנסים לחדר הניתוחים! הניתוח הקיסרי הוא אחד ההליכים הרפואיים העתיקים ביותר - כה עתיק, למעשה, עד שהוא מופיע לראשונה במיתולוגיות היווניות והפרסיות, עוד בטרם המצאת הכתב. אבל לא רבים יודעים שעד לפני שנים לא רבות יחסית, הניתוח הקיסרי היה למעשה גזר דין מוות לאישה היולדת. . . כיצד הפך הניתוח הקיסרי לבטוח ונפוץ - ומהן ההשלכות ארוכות הטווח של ההתערבות הבוטה הזו ברבייה האנושית?. . . האזנה נעימה :-) רן",https://www.spreaker.com/episode/wsym-hystwryh-377-h-m-nytwhym-qysryym-mspy-ym-l-h-bwlwzyh-h-nwsyt--50478787,"האם ניתוחים קיסריים משפיעים על האבולוציה האנושית?. שימו על עצמכם חלוק ירוק וכובע רשת - אנחנו נכנסים לחדר הניתוחים! הניתוח הקיסרי הוא אחד ההליכים הרפואיים העתיקים ביותר - כה עתיק, למעשה, עד שהוא מופיע לראשונה במיתולוגיות היווניות והפרסיות, עוד בטרם המצאת הכתב. אבל לא רבים יודעים שעד לפני שנים לא רבות יחסית, הניתוח הקיסרי היה למעשה גזר דין מוות לאישה היולדת. . . כיצד הפך הניתוח הקיסרי לבטוח ונפוץ - ומהן ההשלכות ארוכות הטווח של ההתערבות הבוטה הזו ברבייה האנושית?. . . האזנה נעימה :-) רן",5
https://api.spreaker.com/episode/50289037,מה עוצר את מהפכת המציאות המדומה?,"מארק צוקרברג מאמין בכל ליבו שאנחנו על סיפה של מהפכה טכנולוגית שתכניס את כולנו לתוך העולם הוירטואלי של המציאות המדומה. אבל למרות שמשקפי מציאות מדומה הופיעו כבר לפני שלושים שנה ויותר - הטכנולוגיה הזו תמיד נשארה הבטחה בלתי ממומשת. כיצד החזיר פאלמר לאקי, ילד בן 16 בסך הכל, את המציאות המדומה לראש סדר היום של חברות רבות - ומה צריך לקרות כדי שההבטחה הגדולה שלה תתממש? בסוף הפרק: הצטרפו אלי לטיסה במסוק המעבדה המעופפת של אלביט מערכות, שבה זכיתי לנסות את קסדת המציאות הרבודה החדשה וקרוב לוודאי המתקדמת ביותר בעולם! האזנה נעימה :-) רן",https://www.spreaker.com/episode/wsym-hystwryh-376-mh-wzr-t-mhpkt-hmzy-wt-hmdwmh--50289037,"מה עוצר את מהפכת המציאות המדומה?. מארק צוקרברג מאמין בכל ליבו שאנחנו על סיפה של מהפכה טכנולוגית שתכניס את כולנו לתוך העולם הוירטואלי של המציאות המדומה. אבל למרות שמשקפי מציאות מדומה הופיעו כבר לפני שלושים שנה ויותר - הטכנולוגיה הזו תמיד נשארה הבטחה בלתי ממומשת. כיצד החזיר פאלמר לאקי, ילד בן 16 בסך הכל, את המציאות המדומה לראש סדר היום של חברות רבות - ומה צריך לקרות כדי שההבטחה הגדולה שלה תתממש? בסוף הפרק: הצטרפו אלי לטיסה במסוק המעבדה המעופפת של אלביט מערכות, שבה זכיתי לנסות את קסדת המציאות הרבודה החדשה וקרוב לוודאי המתקדמת ביותר בעולם! האזנה נעימה :-) רן",3
https://api.spreaker.com/episode/50196273,האם כולנו ביסקסואלים?,"הפעם בחרתי להשמיע לכם פרק מתוך 'עושים פסיכולוגיה' - פודקאסט בהגשתה של ד""ר מעיין בוימן משיטה (""חתונמי"") אודות נפלאות ומוזרויות המוח והתנהגות האנושיים. ברוח חודש הגאווה, הפרק עוסק ביחסם של הפסיכולוגים והפסיכיאטרים כלפי תופעת ההומוסקסואליות: האם הומוסקסואליות היא 'מחלה' שיש לטפל בלוקים בה, או שמא תופעה אנושית טבעית? האזנה נעימה :-) רן",https://www.spreaker.com/episode/wsym-hystwryh-375-h-m-kwlnw-bysqsw-lym--50196273,"האם כולנו ביסקסואלים?. הפעם בחרתי להשמיע לכם פרק מתוך 'עושים פסיכולוגיה' - פודקאסט בהגשתה של ד""ר מעיין בוימן משיטה (""חתונמי"") אודות נפלאות ומוזרויות המוח והתנהגות האנושיים. ברוח חודש הגאווה, הפרק עוסק ביחסם של הפסיכולוגים והפסיכיאטרים כלפי תופעת ההומוסקסואליות: האם הומוסקסואליות היא 'מחלה' שיש לטפל בלוקים בה, או שמא תופעה אנושית טבעית? האזנה נעימה :-) רן",5
https://api.spreaker.com/episode/50098624,ההיסטוריה של המכונית החשמלית,"בשנות התשעים המוקדמות, כשטסלה הייתה עדיין רק ניצוץ בעיניהם של מייסדיה, השיקה יצרנית הרכב הגדולה ביותר בעולם דאז, ג'נרל מוטורס, רכב חשמלי מהפכני: ה- EV1. הפער העצום שפתחה ג'נרל מוטורס על כל מתחרותיה בשוק הרכב החשמלי היה אמור להעניק לה יתרון משמעותי - אבל התאגיד הענק לא רק ששמט את היתרון הזה, אלא גם עשה זאת באופן כה שלומיאלי עד שהשמועות החלו מדברות על קונספירציה סודית להכשיל את מהפכת הרכב החשמלי. . . וגם, בפינת החסות של לקסוס ישראל: טכנולוגיות הנעה חלופיות נוספות - היבריד,פלאג-אין ותאי דלק. להיכן נע שוק הרכב העתידי?",https://www.spreaker.com/episode/wsym-hystwryh-374-hhystwryh-sl-hmkwnyt-hhsmlyt--50098624,"ההיסטוריה של המכונית החשמלית. בשנות התשעים המוקדמות, כשטסלה הייתה עדיין רק ניצוץ בעיניהם של מייסדיה, השיקה יצרנית הרכב הגדולה ביותר בעולם דאז, ג'נרל מוטורס, רכב חשמלי מהפכני: ה- EV1. הפער העצום שפתחה ג'נרל מוטורס על כל מתחרותיה בשוק הרכב החשמלי היה אמור להעניק לה יתרון משמעותי - אבל התאגיד הענק לא רק ששמט את היתרון הזה, אלא גם עשה זאת באופן כה שלומיאלי עד שהשמועות החלו מדברות על קונספירציה סודית להכשיל את מהפכת הרכב החשמלי. . . וגם, בפינת החסות של לקסוס ישראל: טכנולוגיות הנעה חלופיות נוספות - היבריד,פלאג-אין ותאי דלק. להיכן נע שוק הרכב העתידי?",6
https://api.spreaker.com/episode/49710318,המילואימניק שהפיל מיג-25 מהמיטה (רימייק),"המיג 25 היה מטוס הדגל של חיל האוויר הסובייטי: מפלצת רחבת כנף שיכלה לטוס מהר יותר וגבוה יותר מכל מטוס קרב אחר בעולם. אף טיל מערבי מעולם לא הצליח להפיל את המטוס הזה - עד שהגיע סמל ראשון פיני שפטר, שבזכות הבנה וכישורים הנדסיים יוצאי דופן הצליח לעשות את מה שאיש לא עשה לפניו. . .",https://www.spreaker.com/episode/wsym-hystwryh-373-hmylw-ymnyq-shpyl-myg-25-mhmyth-rymyyq--49710318,"המילואימניק שהפיל מיג-25 מהמיטה (רימייק). המיג 25 היה מטוס הדגל של חיל האוויר הסובייטי: מפלצת רחבת כנף שיכלה לטוס מהר יותר וגבוה יותר מכל מטוס קרב אחר בעולם. אף טיל מערבי מעולם לא הצליח להפיל את המטוס הזה - עד שהגיע סמל ראשון פיני שפטר, שבזכות הבנה וכישורים הנדסיים יוצאי דופן הצליח לעשות את מה שאיש לא עשה לפניו. . .",6
https://api.spreaker.com/episode/49477198,"ההיסטוריה של ההרדמה, ש.ח","לרופאים ומנתחים בעבר היו לא מעט דרכים להקל על סבלם של המנותחים שלהם: מתערובות מפוקפקות של אלכוהול וסמים, ועד מכת פטיש חזקה לראש (באמת). אבל אפילו כשנתגלה גז הצחוק בשלהי המאה ה-18, הוא עדיין שימש במופעי בידור - בעוד שבחדרי הניתוחים צרחו המטופלים מכאב. . . איך באה לעולם מהפכת ההדרמה? האזנה נעימה :-) רן",https://www.spreaker.com/episode/wsym-hystwryh-372-hhystwryh-sl-hhrdmh-s-h--49477198,"ההיסטוריה של ההרדמה, ש.ח. לרופאים ומנתחים בעבר היו לא מעט דרכים להקל על סבלם של המנותחים שלהם: מתערובות מפוקפקות של אלכוהול וסמים, ועד מכת פטיש חזקה לראש (באמת). אבל אפילו כשנתגלה גז הצחוק בשלהי המאה ה-18, הוא עדיין שימש במופעי בידור - בעוד שבחדרי הניתוחים צרחו המטופלים מכאב. . . איך באה לעולם מהפכת ההדרמה? האזנה נעימה :-) רן",5
